"MonitoringStation","SampleDate","SampleTime","Parameter","MeasureValue","Unit","Latitude","Longitude"
"ET9.1",2011-11-21,"11:23:00","TN",0.547,"MG/L",38.055,-75.80167
"ET9.1",2011-12-14,"11:20:00","TN",0.45,"MG/L",38.055,-75.80167
"ET9.1",2011-12-14,"11:20:00","TN",0.466,"MG/L",38.055,-75.80167
"ET9.1",2004-06-09,"12:45:00","TN",0.837,"MG/L",38.055,-75.80167
"ET9.1",2004-05-12,"12:33:00","TN",0.824,"MG/L",38.055,-75.80167
"ET9.1",2004-05-12,"12:33:00","TN",0.911,"MG/L",38.055,-75.80167
"ET9.1",2012-11-19,"12:02:00","TN",0.512,"MG/L",38.055,-75.80167
"ET9.1",2012-11-19,"12:02:00","TN",0.501,"MG/L",38.055,-75.80167
"ET9.1",2012-10-17,"11:36:00","TN",0.646,"MG/L",38.055,-75.80167
"ET9.1",2012-10-17,"11:36:00","TN",0.654,"MG/L",38.055,-75.80167
"ET9.1",2012-09-17,"11:55:00","TN",0.763,"MG/L",38.055,-75.80167
"ET9.1",2012-08-22,"11:26:00","TN",0.863,"MG/L",38.055,-75.80167
"ET9.1",2012-08-22,"11:26:00","TN",0.859,"MG/L",38.055,-75.80167
"ET9.1",2012-09-17,"11:55:00","TN",0.856,"MG/L",38.055,-75.80167
"ET9.1",2012-07-23,"11:43:00","TN",0.73,"MG/L",38.055,-75.80167
"ET9.1",2012-07-23,"11:43:00","TN",0.745,"MG/L",38.055,-75.80167
"ET9.1",2005-02-14,"14:18:00","TN",0.879,"MG/L",38.055,-75.80167
"ET9.1",2005-01-10,"13:42:00","TN",0.579,"MG/L",38.055,-75.80167
"ET9.1",2005-01-10,"13:42:00","TN",0.548,"MG/L",38.055,-75.80167
"ET9.1",2004-12-09,"11:25:00","TN",0.594,"MG/L",38.055,-75.80167
"ET9.1",2004-12-09,"11:25:00","TN",0.539,"MG/L",38.055,-75.80167
"ET9.1",2004-09-22,"12:13:00","TN",0.881,"MG/L",38.055,-75.80167
"ET9.1",2004-09-22,"12:13:00","TN",0.695,"MG/L",38.055,-75.80167
"ET9.1",2007-03-14,"11:20:00","TN",0.8,"MG/L",38.055,-75.80167
"ET9.1",2007-03-14,"11:20:00","TN",0.897,"MG/L",38.055,-75.80167
"ET9.1",2004-08-11,"12:45:00","TN",0.742,"MG/L",38.055,-75.80167
"ET9.1",2004-08-11,"12:45:00","TN",0.864,"MG/L",38.055,-75.80167
"ET9.1",2007-01-09,"15:33:00","TN",0.565,"MG/L",38.055,-75.80167
"ET9.1",2007-02-22,"10:35:00","TN",0.896,"MG/L",38.055,-75.80167
"ET9.1",2007-01-09,"15:33:00","TN",0.593,"MG/L",38.055,-75.80167
"ET9.1",2007-02-22,"10:35:00","TN",0.982,"MG/L",38.055,-75.80167
"ET9.1",2006-12-12,"11:30:00","TN",0.568,"MG/L",38.055,-75.80167
"ET9.1",2006-12-12,"11:30:00","TN",0.527,"MG/L",38.055,-75.80167
"ET9.1",2006-11-14,"11:11:00","TN",0.611,"MG/L",38.055,-75.80167
"ET9.1",2006-11-14,"11:11:00","TN",0.472,"MG/L",38.055,-75.80167
"ET9.1",2006-03-09,"11:35:00","TN",0.872,"MG/L",38.055,-75.80167
"ET9.1",2006-03-09,"11:35:00","TN",0.882,"MG/L",38.055,-75.80167
"ET9.1",2006-04-20,"11:30:00","TN",0.727,"MG/L",38.055,-75.80167
"ET9.1",2006-04-20,"11:30:00","TN",0.709,"MG/L",38.055,-75.80167
"ET9.1",2005-06-23,"11:35:00","TN",0.757,"MG/L",38.055,-75.80167
"ET9.1",2005-05-10,"11:19:00","TN",1.241,"MG/L",38.055,-75.80167
"ET9.1",2005-05-10,"11:19:00","TN",0.686,"MG/L",38.055,-75.80167
"ET9.1",2005-03-16,"11:40:00","TN",0.761,"MG/L",38.055,-75.80167
"ET9.1",2005-03-16,"11:40:00","TN",0.941,"MG/L",38.055,-75.80167
"ET9.1",2005-02-14,"14:18:00","TN",0.926,"MG/L",38.055,-75.80167
"ET9.1",2005-04-20,"12:02:00","TN",0.805,"MG/L",38.055,-75.80167
"ET9.1",2005-04-20,"12:02:00","TN",0.848,"MG/L",38.055,-75.80167
"ET9.1",2005-08-10,"12:43:00","TN",0.832,"MG/L",38.055,-75.80167
"ET9.1",2005-07-13,"11:40:00","TN",0.859,"MG/L",38.055,-75.80167
"ET9.1",2005-07-13,"11:40:00","TN",0.82,"MG/L",38.055,-75.80167
"ET9.1",2005-06-23,"11:35:00","TN",0.875,"MG/L",38.055,-75.80167
"ET9.1",2005-08-10,"12:43:00","TN",0.732,"MG/L",38.055,-75.80167
"ET9.1",2006-02-06,"10:18:00","TN",0.746,"MG/L",38.055,-75.80167
"ET9.1",2006-02-06,"10:18:00","TN",0.86,"MG/L",38.055,-75.80167
"ET9.1",2006-01-09,"14:17:00","TN",0.64,"MG/L",38.055,-75.80167
"ET9.1",2006-01-09,"14:17:00","TN",0.544,"MG/L",38.055,-75.80167
"ET9.1",2005-10-19,"12:30:00","TN",0.752,"MG/L",38.055,-75.80167
"ET9.1",2005-10-19,"12:30:00","TN",0.802,"MG/L",38.055,-75.80167
"ET9.1",2005-11-28,"12:03:00","TN",0.598,"MG/L",38.055,-75.80167
"ET9.1",2005-11-28,"12:03:00","TN",0.624,"MG/L",38.055,-75.80167
"ET9.1",2005-09-14,"11:07:00","TN",0.777,"MG/L",38.055,-75.80167
"ET9.1",2005-09-14,"11:07:00","TN",0.75,"MG/L",38.055,-75.80167
"ET9.1",2006-09-20,"11:27:00","TN",0.766,"MG/L",38.055,-75.80167
"ET9.1",2006-08-16,"12:39:00","TN",0.832,"MG/L",38.055,-75.80167
"ET9.1",2006-08-16,"12:39:00","TN",0.931,"MG/L",38.055,-75.80167
"ET9.1",2006-10-18,"11:28:00","TN",0.598,"MG/L",38.055,-75.80167
"ET9.1",2006-09-20,"11:27:00","TN",0.77,"MG/L",38.055,-75.80167
"ET9.1",2006-07-13,"11:00:00","TN",1.034,"MG/L",38.055,-75.80167
"ET9.1",2006-07-13,"11:00:00","TN",0.893,"MG/L",38.055,-75.80167
"ET9.1",2006-06-22,"11:58:00","TN",0.745,"MG/L",38.055,-75.80167
"ET9.1",2006-06-22,"11:58:00","TN",0.83,"MG/L",38.055,-75.80167
"ET9.1",2007-04-11,"12:43:00","TN",0.841,"MG/L",38.055,-75.80167
"ET9.1",2007-04-11,"12:43:00","TN",0.776,"MG/L",38.055,-75.80167
"ET9.1",2006-10-18,"11:28:00","TN",0.664,"MG/L",38.055,-75.80167
"ET9.1",2007-06-20,"13:00:00","TN",0.863,"MG/L",38.055,-75.80167
"ET9.1",2007-05-09,"11:35:00","TN",0.631,"MG/L",38.055,-75.80167
"ET9.1",2007-05-09,"11:35:00","TN",0.888,"MG/L",38.055,-75.80167
"ET9.1",2007-06-20,"13:00:00","TN",0.807,"MG/L",38.055,-75.80167
"ET9.1",2005-12-14,"11:55:00","TN",0.566,"MG/L",38.055,-75.80167
"ET9.1",2005-12-14,"11:55:00","TN",0.588,"MG/L",38.055,-75.80167
"ET9.1",2006-05-11,"11:42:00","TN",0.729,"MG/L",38.055,-75.80167
"ET9.1",2006-05-11,"11:42:00","TN",0.736,"MG/L",38.055,-75.80167
"ET9.1",2008-06-11,"11:30:00","TN",0.855,"MG/L",38.055,-75.80167
"ET9.1",2008-06-11,"11:30:00","TN",0.75,"MG/L",38.055,-75.80167
"ET9.1",2008-07-09,"11:00:00","TN",0.899,"MG/L",38.055,-75.80167
"ET9.1",2008-07-09,"11:00:00","TN",0.871,"MG/L",38.055,-75.80167
"ET9.1",2010-07-14,"10:58:00","TN",0.798,"MG/L",38.055,-75.80167
"ET9.1",2010-07-14,"10:58:00","TN",0.872,"MG/L",38.055,-75.80167
"ET9.1",2010-06-23,"11:15:00","TN",0.755,"MG/L",38.055,-75.80167
"ET9.1",2010-06-23,"11:15:00","TN",0.848,"MG/L",38.055,-75.80167
"ET9.1",2010-04-14,"12:28:00","TN",0.65,"MG/L",38.055,-75.80167
"ET9.1",2010-04-14,"12:28:00","TN",0.732,"MG/L",38.055,-75.80167
"ET9.1",2010-05-12,"12:30:00","TN",0.614,"MG/L",38.055,-75.80167
"ET9.1",2010-05-12,"12:30:00","TN",0.692,"MG/L",38.055,-75.80167
"ET9.1",2009-09-16,"12:10:00","TN",0.651,"MG/L",38.055,-75.80167
"ET9.1",2009-09-16,"12:10:00","TN",0.652,"MG/L",38.055,-75.80167
"ET9.1",2009-08-12,"11:13:00","TN",0.714,"MG/L",38.055,-75.80167
"ET9.1",2009-08-12,"11:13:00","TN",0.713,"MG/L",38.055,-75.80167
"ET9.1",2009-07-15,"12:28:00","TN",0.753,"MG/L",38.055,-75.80167
"ET9.1",2009-06-17,"12:00:00","TN",0.589,"MG/L",38.055,-75.80167
"ET9.1",2009-06-17,"12:00:00","TN",0.634,"MG/L",38.055,-75.80167
"ET9.1",2009-07-15,"12:28:00","TN",0.908,"MG/L",38.055,-75.80167
"ET9.1",2009-05-13,"11:25:00","TN",0.636,"MG/L",38.055,-75.80167
"ET9.1",2009-04-29,"10:30:00","TN",0.707,"MG/L",38.055,-75.80167
"ET9.1",2009-05-13,"11:25:00","TN",0.615,"MG/L",38.055,-75.80167
"ET9.1",2009-04-29,"10:30:00","TN",0.801,"MG/L",38.055,-75.80167
"ET9.1",2008-02-13,"11:25:00","TN",0.44,"MG/L",38.055,-75.80167
"ET9.1",2008-02-13,"11:25:00","TN",0.497,"MG/L",38.055,-75.80167
"ET9.1",2009-03-18,"11:23:00","TN",0.597,"MG/L",38.055,-75.80167
"ET9.1",2008-01-14,"10:41:00","TN",0.474,"MG/L",38.055,-75.80167
"ET9.1",2008-01-14,"10:41:00","TN",0.564,"MG/L",38.055,-75.80167
"ET9.1",2007-12-12,"11:33:00","TN",0.661,"MG/L",38.055,-75.80167
"ET9.1",2007-11-08,"11:25:00","TN",0.699,"MG/L",38.055,-75.80167
"ET9.1",2007-12-12,"11:33:00","TN",0.643,"MG/L",38.055,-75.80167
"ET9.1",2007-10-17,"11:25:00","TN",0.734,"MG/L",38.055,-75.80167
"ET9.1",2002-01-07,"12:42:00","TN",0.4357,"MG/L",38.055,-75.80167
"ET9.1",2007-10-17,"11:25:00","TN",0.779,"MG/L",38.055,-75.80167
"ET9.1",2007-11-08,"11:25:00","TN",0.655,"MG/L",38.055,-75.80167
"ET9.1",2010-03-17,"12:00:00","TN",0.69,"MG/L",38.055,-75.80167
"ET9.1",2010-03-17,"12:00:00","TN",0.839,"MG/L",38.055,-75.80167
"ET9.1",2002-01-07,"12:42:00","TN",0.5265,"MG/L",38.055,-75.80167
"ET9.1",2010-02-12,"13:05:00","TN",0.794,"MG/L",38.055,-75.80167
"ET9.1",2010-01-12,"10:34:00","TN",0.793,"MG/L",38.055,-75.80167
"ET9.1",2010-01-12,"10:34:00","TN",0.896,"MG/L",38.055,-75.80167
"ET9.1",2010-02-12,"13:05:00","TN",0.81,"MG/L",38.055,-75.80167
"ET9.1",2009-12-23,"11:25:00","TN",0.658,"MG/L",38.055,-75.80167
"ET9.1",2009-12-23,"11:25:00","TN",0.663,"MG/L",38.055,-75.80167
"ET9.1",2009-11-18,"12:17:00","TN",0.505,"MG/L",38.055,-75.80167
"ET9.1",2009-11-18,"12:17:00","TN",0.48,"MG/L",38.055,-75.80167
"ET9.1",2009-10-21,"11:43:00","TN",0.592,"MG/L",38.055,-75.80167
"ET9.1",2009-10-21,"11:43:00","TN",0.707,"MG/L",38.055,-75.80167
"ET9.1",2009-03-18,"11:23:00","TN",0.607,"MG/L",38.055,-75.80167
"ET9.1",2009-02-09,"10:58:00","TN",0.499,"MG/L",38.055,-75.80167
"ET9.1",2009-01-12,"13:25:00","TN",0.517,"MG/L",38.055,-75.80167
"ET9.1",2009-02-09,"10:58:00","TN",0.498,"MG/L",38.055,-75.80167
"ET9.1",2009-01-12,"13:25:00","TN",0.492,"MG/L",38.055,-75.80167
"ET9.1",2008-11-20,"10:48:00","TN",0.644,"MG/L",38.055,-75.80167
"ET9.1",2008-11-20,"10:48:00","TN",0.617,"MG/L",38.055,-75.80167
"ET9.1",2008-09-17,"12:32:00","TN",0.774,"MG/L",38.055,-75.80167
"ET9.1",2008-10-23,"12:05:00","TN",0.503,"MG/L",38.055,-75.80167
"ET9.1",2008-10-23,"12:05:00","TN",0.498,"MG/L",38.055,-75.80167
"ET9.1",2003-06-18,"10:59:00","TN",0.816,"MG/L",38.055,-75.80167
"ET9.1",2008-09-17,"12:32:00","TN",0.824,"MG/L",38.055,-75.80167
"ET9.1",2003-06-18,"10:59:00","TN",0.791,"MG/L",38.055,-75.80167
"ET9.1",2003-05-07,"12:13:00","TN",0.7,"MG/L",38.055,-75.80167
"ET9.1",2003-05-07,"12:13:00","TN",0.866,"MG/L",38.055,-75.80167
"ET9.1",2011-10-17,"12:20:00","TN",0.585,"MG/L",38.055,-75.80167
"ET9.1",2011-10-17,"12:20:00","TN",0.572,"MG/L",38.055,-75.80167
"ET9.1",2011-09-19,"12:45:00","TN",0.629,"MG/L",38.055,-75.80167
"ET9.1",2011-09-19,"12:45:00","TN",0.748,"MG/L",38.055,-75.80167
"ET9.1",2007-08-22,"12:56:00","TP",0.042,"MG/L",38.055,-75.80167
"ET9.1",2007-07-11,"11:57:00","TP",0.0477,"MG/L",38.055,-75.80167
"ET9.1",2007-07-11,"11:57:00","TP",0.0429,"MG/L",38.055,-75.80167
"ET9.1",2007-08-22,"12:56:00","TP",0.0425,"MG/L",38.055,-75.80167
"ET9.1",2007-09-19,"12:00:00","TP",0.0386,"MG/L",38.055,-75.80167
"ET9.1",2007-09-19,"12:00:00","TP",0.0351,"MG/L",38.055,-75.80167
"ET9.1",2008-03-26,"10:24:00","TP",0.0172,"MG/L",38.055,-75.80167
"ET9.1",2008-03-26,"10:24:00","TP",0.0179,"MG/L",38.055,-75.80167
"ET9.1",2008-04-16,"11:39:00","TP",0.0168,"MG/L",38.055,-75.80167
"ET9.1",2008-04-16,"11:39:00","TP",0.0193,"MG/L",38.055,-75.80167
"ET9.1",2008-05-22,"12:45:00","TP",0.023,"MG/L",38.055,-75.80167
"ET9.1",2008-05-22,"12:45:00","TP",0.0255,"MG/L",38.055,-75.80167
"ET9.1",2008-08-13,"12:48:00","TP",0.0344,"MG/L",38.055,-75.80167
"ET9.1",2008-08-13,"12:48:00","TP",0.0339,"MG/L",38.055,-75.80167
"ET9.1",2012-05-16,"12:12:00","TP",0.0208,"MG/L",38.055,-75.80167
"ET9.1",2012-05-16,"12:12:00","TP",0.0209,"MG/L",38.055,-75.80167
"ET9.1",2012-04-18,"12:35:00","TP",0.0175,"MG/L",38.055,-75.80167
"ET9.1",2012-03-14,"11:21:00","TP",0.029,"MG/L",38.055,-75.80167
"ET9.1",2012-03-14,"11:21:00","TP",0.0198,"MG/L",38.055,-75.80167
"ET9.1",2012-04-18,"12:35:00","TP",0.0168,"MG/L",38.055,-75.80167
"ET9.1",2012-06-06,"11:33:00","TP",0.0276,"MG/L",38.055,-75.80167
"ET9.1",2012-06-06,"11:33:00","TP",0.0234,"MG/L",38.055,-75.80167
"ET9.1",2002-04-15,"12:25:00","TP",0.0152,"MG/L",38.055,-75.80167
"ET9.1",2002-05-09,"09:50:00","TP",0.032,"MG/L",38.055,-75.80167
"ET9.1",2002-05-09,"09:50:00","TP",0.0256,"MG/L",38.055,-75.80167
"ET9.1",2002-04-15,"12:25:00","TP",0.0156,"MG/L",38.055,-75.80167
"ET9.1",2002-03-14,"10:02:00","TP",0.0158,"MG/L",38.055,-75.80167
"ET9.1",2002-02-04,"12:14:00","TP",0.017,"MG/L",38.055,-75.80167
"ET9.1",2002-03-14,"10:02:00","TP",0.0157,"MG/L",38.055,-75.80167
"ET9.1",2002-03-14,"10:02:00","TP",0.0161,"MG/L",38.055,-75.80167
"ET9.1",2002-02-04,"12:14:00","TP",0.0177,"MG/L",38.055,-75.80167
"ET9.1",2003-10-08,"12:30:00","TP",0.0233,"MG/L",38.055,-75.80167
"ET9.1",2003-10-08,"12:30:00","TP",0.0202,"MG/L",38.055,-75.80167
"ET9.1",2002-06-19,"10:00:00","TP",0.0313,"MG/L",38.055,-75.80167
"ET9.1",2002-06-19,"10:00:00","TP",0.0285,"MG/L",38.055,-75.80167
"ET9.1",2002-05-09,"09:50:00","TP",0.0268,"MG/L",38.055,-75.80167
"ET9.1",2002-06-19,"10:00:00","TP",0.031,"MG/L",38.055,-75.80167
"ET9.1",2003-07-09,"11:20:00","TP",0.0408,"MG/L",38.055,-75.80167
"ET9.1",2003-07-09,"11:20:00","TP",0.0429,"MG/L",38.055,-75.80167
"ET9.1",2003-09-17,"11:22:00","TP",0.0304,"MG/L",38.055,-75.80167
"ET9.1",2003-09-17,"11:22:00","TP",0.0295,"MG/L",38.055,-75.80167
"ET9.1",2003-08-06,"11:00:00","TP",0.0324,"MG/L",38.055,-75.80167
"ET9.1",2003-08-06,"11:00:00","TP",0.0309,"MG/L",38.055,-75.80167
"ET9.1",2003-11-24,"11:45:00","TP",0.0238,"MG/L",38.055,-75.80167
"ET9.1",2003-11-24,"11:45:00","TP",0.0197,"MG/L",38.055,-75.80167
"ET9.1",2003-12-16,"11:30:00","TP",0.0263,"MG/L",38.055,-75.80167
"ET9.1",2003-12-16,"11:30:00","TP",0.0271,"MG/L",38.055,-75.80167
"ET9.1",2003-12-16,"11:30:00","TP",0.0288,"MG/L",38.055,-75.80167
"ET9.1",2004-01-12,"13:22:00","TP",0.0281,"MG/L",38.055,-75.80167
"ET9.1",2004-01-12,"13:22:00","TP",0.0282,"MG/L",38.055,-75.80167
"ET9.1",2004-02-16,"13:30:00","TP",0.0376,"MG/L",38.055,-75.80167
"ET9.1",2004-02-16,"13:30:00","TP",0.037,"MG/L",38.055,-75.80167
"ET9.1",2010-08-25,"12:16:00","TP",0.0343,"MG/L",38.055,-75.80167
"ET9.1",2010-08-25,"12:16:00","TP",0.038,"MG/L",38.055,-75.80167
"ET9.1",2004-04-14,"13:04:00","TP",0.0357,"MG/L",38.055,-75.80167
"ET9.1",2004-04-14,"13:04:00","TP",0.0337,"MG/L",38.055,-75.80167
"ET9.1",2004-03-17,"11:59:00","TP",0.0255,"MG/L",38.055,-75.80167
"ET9.1",2004-03-17,"11:59:00","TP",0.0294,"MG/L",38.055,-75.80167
"ET9.1",2004-03-17,"11:59:00","TP",0.0298,"MG/L",38.055,-75.80167
"ET9.1",2010-09-29,"11:55:00","TP",0.0357,"MG/L",38.055,-75.80167
"ET9.1",2010-09-29,"11:55:00","TP",0.0359,"MG/L",38.055,-75.80167
"ET9.1",2010-10-20,"12:29:00","TP",0.0263,"MG/L",38.055,-75.80167
"ET9.1",2010-10-20,"12:29:00","TP",0.0148,"MG/L",38.055,-75.80167
"ET9.1",2011-05-09,"11:34:00","TP",0.0237,"MG/L",38.055,-75.80167
"ET9.1",2011-05-09,"11:34:00","TP",0.0215,"MG/L",38.055,-75.80167
"ET9.1",2002-07-18,"14:00:00","TP",0.0357,"MG/L",38.055,-75.80167
"ET9.1",2011-06-06,"12:30:00","TP",0.0291,"MG/L",38.055,-75.80167
"ET9.1",2011-06-06,"12:30:00","TP",0.0254,"MG/L",38.055,-75.80167
"ET9.1",2010-11-17,"11:07:00","TP",0.0217,"MG/L",38.055,-75.80167
"ET9.1",2010-11-17,"11:07:00","TP",0.0221,"MG/L",38.055,-75.80167
"ET9.1",2011-01-10,"13:19:00","TP",0.0314,"MG/L",38.055,-75.80167
"ET9.1",2011-01-10,"13:19:00","TP",0.0302,"MG/L",38.055,-75.80167
"ET9.1",2011-02-07,"13:10:00","TP",0.0278,"MG/L",38.055,-75.80167
"ET9.1",2011-03-14,"11:50:00","TP",0.0195,"MG/L",38.055,-75.80167
"ET9.1",2011-02-07,"13:10:00","TP",0.0247,"MG/L",38.055,-75.80167
"ET9.1",2011-03-14,"11:50:00","TP",0.0191,"MG/L",38.055,-75.80167
"ET9.1",2011-04-13,"11:35:00","TP",0.021,"MG/L",38.055,-75.80167
"ET9.1",2011-04-13,"11:35:00","TP",0.0182,"MG/L",38.055,-75.80167
"ET9.1",2011-08-15,"12:43:00","TP",0.038,"MG/L",38.055,-75.80167
"ET9.1",2011-08-15,"12:43:00","TP",0.041,"MG/L",38.055,-75.80167
"ET9.1",2011-07-12,"11:37:00","TP",0.0319,"MG/L",38.055,-75.80167
"ET9.1",2011-07-12,"11:37:00","TP",0.0266,"MG/L",38.055,-75.80167
"ET9.1",2003-04-14,"11:50:00","TP",0.0247,"MG/L",38.055,-75.80167
"ET9.1",2003-03-12,"12:55:00","TP",0.0242,"MG/L",38.055,-75.80167
"ET9.1",2003-03-12,"12:55:00","TP",0.0248,"MG/L",38.055,-75.80167
"ET9.1",2008-12-17,"12:12:00","TP",0.0217,"MG/L",38.055,-75.80167
"ET9.1",2003-04-14,"11:50:00","TP",0.0215,"MG/L",38.055,-75.80167
"ET9.1",2008-12-17,"12:12:00","TP",0.0263,"MG/L",38.055,-75.80167
"ET9.1",2002-09-19,"12:00:00","TP",0.0372,"MG/L",38.055,-75.80167
"ET9.1",2002-09-19,"12:00:00","TP",0.0362,"MG/L",38.055,-75.80167
"ET9.1",2002-08-20,"11:50:00","TP",0.042,"MG/L",38.055,-75.80167
"ET9.1",2002-08-20,"11:50:00","TP",0.0386,"MG/L",38.055,-75.80167
"ET9.1",2002-08-20,"11:50:00","TP",0.0396,"MG/L",38.055,-75.80167
"ET9.1",2002-07-18,"14:00:00","TP",0.0372,"MG/L",38.055,-75.80167
"ET9.1",2002-10-21,"10:10:00","TP",0.0277,"MG/L",38.055,-75.80167
"ET9.1",2002-10-21,"10:10:00","TP",0.0276,"MG/L",38.055,-75.80167
"ET9.1",2002-10-21,"10:10:00","TP",0.028,"MG/L",38.055,-75.80167
"ET9.1",2002-09-19,"12:00:00","TP",0.0336,"MG/L",38.055,-75.80167
"ET9.1",2003-03-12,"12:55:00","TP",0.0245,"MG/L",38.055,-75.80167
"ET9.1",2003-02-11,"13:09:00","TP",0.0205,"MG/L",38.055,-75.80167
"ET9.1",2003-02-11,"13:09:00","TP",0.0183,"MG/L",38.055,-75.80167
"ET9.1",2002-11-21,"12:28:00","TP",0.019,"MG/L",38.055,-75.80167
"ET9.1",2002-11-21,"12:28:00","TP",0.025,"MG/L",38.055,-75.80167
"ET9.1",2003-01-13,"13:31:00","TP",0.023,"MG/L",38.055,-75.80167
"ET9.1",2003-01-13,"13:31:00","TP",0.0205,"MG/L",38.055,-75.80167
"ET9.1",2005-08-10,"12:43:00","TP",0.0344,"MG/L",38.055,-75.80167
"ET9.1",2005-06-23,"11:35:00","TP",0.0446,"MG/L",38.055,-75.80167
"ET9.1",2005-07-13,"11:40:00","TP",0.0334,"MG/L",38.055,-75.80167
"ET9.1",2005-07-13,"11:40:00","TP",0.0374,"MG/L",38.055,-75.80167
"ET9.1",2005-08-10,"12:43:00","TP",0.0312,"MG/L",38.055,-75.80167
"ET9.1",2005-04-20,"12:02:00","TP",0.0236,"MG/L",38.055,-75.80167
"ET9.1",2005-04-20,"12:02:00","TP",0.0243,"MG/L",38.055,-75.80167
"ET9.1",2005-02-14,"14:18:00","TP",0.0315,"MG/L",38.055,-75.80167
"ET9.1",2005-03-16,"11:40:00","TP",0.0348,"MG/L",38.055,-75.80167
"ET9.1",2005-03-16,"11:40:00","TP",0.0275,"MG/L",38.055,-75.80167
"ET9.1",2005-05-10,"11:19:00","TP",0.0168,"MG/L",38.055,-75.80167
"ET9.1",2005-05-10,"11:19:00","TP",0.0181,"MG/L",38.055,-75.80167
"ET9.1",2005-06-23,"11:35:00","TP",0.0324,"MG/L",38.055,-75.80167
"ET9.1",2006-04-20,"11:30:00","TP",0.0371,"MG/L",38.055,-75.80167
"ET9.1",2006-03-09,"11:35:00","TP",0.0224,"MG/L",38.055,-75.80167
"ET9.1",2006-03-09,"11:35:00","TP",0.0244,"MG/L",38.055,-75.80167
"ET9.1",2006-11-14,"11:11:00","TP",0.0217,"MG/L",38.055,-75.80167
"ET9.1",2006-11-14,"11:11:00","TP",0.02,"MG/L",38.055,-75.80167
"ET9.1",2006-04-20,"11:30:00","TP",0.0337,"MG/L",38.055,-75.80167
"ET9.1",2006-12-12,"11:30:00","TP",0.0315,"MG/L",38.055,-75.80167
"ET9.1",2006-12-12,"11:30:00","TP",0.021,"MG/L",38.055,-75.80167
"ET9.1",2007-02-22,"10:35:00","TP",0.0269,"MG/L",38.055,-75.80167
"ET9.1",2007-01-09,"15:33:00","TP",0.0207,"MG/L",38.055,-75.80167
"ET9.1",2007-02-22,"10:35:00","TP",0.031,"MG/L",38.055,-75.80167
"ET9.1",2007-01-09,"15:33:00","TP",0.019,"MG/L",38.055,-75.80167
"ET9.1",2004-08-11,"12:45:00","TP",0.0428,"MG/L",38.055,-75.80167
"ET9.1",2004-08-11,"12:45:00","TP",0.0393,"MG/L",38.055,-75.80167
"ET9.1",2007-03-14,"11:20:00","TP",0.026,"MG/L",38.055,-75.80167
"ET9.1",2007-03-14,"11:20:00","TP",0.0203,"MG/L",38.055,-75.80167
"ET9.1",2004-09-22,"12:13:00","TP",0.0307,"MG/L",38.055,-75.80167
"ET9.1",2004-09-22,"12:13:00","TP",0.0314,"MG/L",38.055,-75.80167
"ET9.1",2004-12-09,"11:25:00","TP",0.0181,"MG/L",38.055,-75.80167
"ET9.1",2004-12-09,"11:25:00","TP",0.0188,"MG/L",38.055,-75.80167
"ET9.1",2005-01-10,"13:42:00","TP",0.0219,"MG/L",38.055,-75.80167
"ET9.1",2005-01-10,"13:42:00","TP",0.0222,"MG/L",38.055,-75.80167
"ET9.1",2005-02-14,"14:18:00","TP",0.0329,"MG/L",38.055,-75.80167
"ET9.1",2012-07-23,"11:43:00","TP",0.0334,"MG/L",38.055,-75.80167
"ET9.1",2012-07-23,"11:43:00","TP",0.033,"MG/L",38.055,-75.80167
"ET9.1",2012-09-17,"11:55:00","TP",0.0364,"MG/L",38.055,-75.80167
"ET9.1",2012-08-22,"11:26:00","TP",0.038,"MG/L",38.055,-75.80167
"ET9.1",2012-08-22,"11:26:00","TP",0.0374,"MG/L",38.055,-75.80167
"ET9.1",2012-09-17,"11:55:00","TP",0.0409,"MG/L",38.055,-75.80167
"ET9.1",2012-10-17,"11:36:00","TP",0.0234,"MG/L",38.055,-75.80167
"ET9.1",2012-10-17,"11:36:00","TP",0.0238,"MG/L",38.055,-75.80167
"ET9.1",2012-11-19,"12:02:00","TP",0.0224,"MG/L",38.055,-75.80167
"ET9.1",2012-11-19,"12:02:00","TP",0.0211,"MG/L",38.055,-75.80167
"ET9.1",2004-05-12,"12:33:00","TP",0.0364,"MG/L",38.055,-75.80167
"ET9.1",2004-05-12,"12:33:00","TP",0.0301,"MG/L",38.055,-75.80167
"ET9.1",2004-06-09,"12:45:00","TP",0.0269,"MG/L",38.055,-75.80167
"ET9.1",2011-12-14,"11:20:00","TP",0.0156,"MG/L",38.055,-75.80167
"ET9.1",2011-12-14,"11:20:00","TP",0.0146,"MG/L",38.055,-75.80167
"ET9.1",2011-11-21,"11:23:00","TP",0.018,"MG/L",38.055,-75.80167
"ET9.1",2011-11-21,"11:23:00","TP",0.0143,"MG/L",38.055,-75.80167
"ET9.1",2012-01-09,"13:56:00","TP",0.0146,"MG/L",38.055,-75.80167
"ET9.1",2004-07-21,"11:35:00","TP",0.0279,"MG/L",38.055,-75.80167
"ET9.1",2004-10-07,"11:30:00","TP",0.0321,"MG/L",38.055,-75.80167
"ET9.1",2004-07-21,"11:35:00","TP",0.0273,"MG/L",38.055,-75.80167
"ET9.1",2004-10-07,"11:30:00","TP",0.0299,"MG/L",38.055,-75.80167
